id;title;entity_field_name;type;table_column_name;column_width;hide_in_list;common_table_id;system;edit_in_list;client_read_only;field_values;order;not_null;validate_rules;tree_indicator;end_used;hide_in_form;sortable
334;岗位代码;code;STRING;code;160;false;28;true;false;false;NULL;2;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false
335;名称;name;STRING;name;160;false;28;true;false;false;NULL;3;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false
336;排序;sortNo;INTEGER;sort_no;80;false;28;true;false;false;NULL;4;false;NULL;false;NULL;false;false
337;描述;description;STRING;description;160;false;28;true;false;false;NULL;5;false;{"maxLength":200};false;NULL;false;false
339;ID;id;LONG;id;80;true;29;true;false;true;NULL;1;false;NULL;false;NULL;false;false
340;名称;name;STRING;name;160;false;29;true;false;false;NULL;2;false;NULL;true;NULL;false;false
341;代码;code;STRING;code;160;false;29;true;false;false;NULL;3;false;NULL;false;NULL;false;false
342;字典项文本;title;STRING;title;160;false;29;true;false;false;NULL;4;false;NULL;false;NULL;false;false
343;字典项值;value;STRING;value;160;false;29;true;false;false;NULL;5;false;NULL;false;NULL;false;false
344;描述;description;STRING;description;160;false;29;true;false;false;NULL;6;false;NULL;false;NULL;false;false
345;排序;sortOrder;INTEGER;sort_order;80;false;29;true;false;false;NULL;7;false;NULL;false;NULL;false;false
346;是否禁用;disabled;BOOLEAN;disabled;70;false;29;true;false;false;NULL;8;false;NULL;false;NULL;false;false
347;字体颜色;fontColor;STRING;font_color;160;false;29;true;false;false;NULL;9;false;NULL;false;NULL;false;false
348;值类型;valueType;ENUM;value_type;100;false;29;true;false;false;{"NUMBER":"NUMBER","STRING":"STRING"};10;false;NULL;false;NULL;false;false
349;背景颜色;backgroundColor;STRING;background_color;160;false;29;true;false;false;NULL;11;false;NULL;false;NULL;false;false
351;ID;id;LONG;id;80;false;30;true;false;true;NULL;1;false;NULL;false;NULL;false;false
352;名称;name;STRING;name;160;false;30;true;false;false;NULL;2;true;{"required":true,"maxLength":50};false;NULL;false;false
353;描述;description;STRING;description;160;false;30;true;false;false;NULL;3;false;NULL;false;NULL;false;false
354;最后更新时间;lastModifiedTime;ZONED_DATE_TIME;last_modified_time;140;false;30;true;false;false;NULL;4;false;NULL;false;NULL;false;false
356;ID;id;LONG;id;80;false;31;true;false;true;NULL;1;false;NULL;false;NULL;false;false
357;gps坐标类型;type;ENUM;type;100;false;31;true;false;false;{"BAIDU":"BAIDU","GOOGLE_MAP":"GOOGLE_MAP","GOOGLE_EART":"GOOGLE_EART","AMAP":"AMAP"};2;false;NULL;false;NULL;false;false
358;纬度;latitude;DOUBLE;latitude;100;false;31;true;false;false;NULL;3;false;NULL;false;NULL;false;false
359;经度;longitude;DOUBLE;longitude;100;false;31;true;false;false;NULL;4;false;NULL;false;NULL;false;false
360;地址描述;address;STRING;address;160;false;31;true;false;false;NULL;5;false;NULL;false;NULL;false;false
362;ID;id;LONG;id;80;true;32;true;false;true;NULL;1;false;NULL;false;NULL;false;false
363;名称;name;STRING;name;160;false;32;true;false;false;NULL;2;false;NULL;true;NULL;false;false
364;地区代码;areaCode;STRING;area_code;160;false;32;true;false;false;NULL;3;false;NULL;false;NULL;false;false
365;城市代码;cityCode;STRING;city_code;160;false;32;true;false;false;NULL;4;false;NULL;false;NULL;false;false
366;全名;mergerName;STRING;merger_name;160;false;32;true;false;false;NULL;5;false;NULL;false;NULL;false;false
367;短名称;shortName;STRING;short_name;160;false;32;true;false;false;NULL;6;false;NULL;false;NULL;false;false
368;邮政编码;zipCode;STRING;zip_code;160;false;32;true;false;false;NULL;7;false;NULL;false;NULL;false;false
369;等级;level;ENUM;level;100;false;32;true;false;false;{"PROVINCE":"PROVINCE","CITY":"CITY","COUNTY":"COUNTY","TOWN":"TOWN","VILLAGE":"VILLAGE"};8;false;NULL;false;NULL;false;false
370;经度;lng;DOUBLE;lng;100;false;32;true;false;false;NULL;9;false;NULL;false;NULL;false;false
371;纬度;lat;DOUBLE;lat;100;false;32;true;false;false;NULL;10;false;NULL;false;NULL;false;false
